"id","Time","Cell.1","Cell.2","Cell.3","Cell.4","Cell.5","Cell.6","Cell.7","Cell.8","Cell.9","Cell.10","Cell.11","Cell.12","Cell.13","Cell.14","Cell.15","Cell.16","Cell.17","Cell.18","Cell.19","Cell.20","Cell.21","Cell.22","Cell.23","Cell.24","Cell.25","Cell.26","Cell.27","Cell.28","Cell.29","Cell.30","Cell.31","Cell.32"
"Cdc42_S1P",13.83333,1.063899,1.03077,0.9720054,1.002117,0.9981655,0.9653352,0.9444788,1.014292,0.9934574,1.035012,1.016557,0.9563397,0.9971392,1.013075,1.051792,1.023075,1.019704,0.9962835,1.014194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",14,1.065574,1.039587,0.9598347,0.9933438,1.001813,0.9537225,0.9327178,1.008245,0.986721,1.031987,1.0136,0.9533083,0.9852678,1.020272,1.055901,1.033016,1.024555,0.9885832,1.002564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",14.16667,1.067633,1.040165,0.9612886,0.9900082,1.007394,0.965235,0.9450009,1.015388,0.9929209,1.037359,1.019561,0.959136,0.9923046,1.016622,1.048849,1.029005,1.015186,0.9939211,1.006951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",14.33333,1.069744,1.040736,0.9656173,0.9928833,0.9979602,0.9450267,0.9241002,1.013576,0.986845,1.034607,1.016174,0.9519274,0.9868176,1.024657,1.059701,1.025756,1.009929,0.9968241,1.015422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",14.5,1.071913,1.038718,0.9470237,0.9821081,1.005967,0.9761677,0.9482938,1.016594,0.9937921,1.035664,1.018117,0.9572511,1.005438,1.019182,1.057173,1.023566,1.012919,0.9946634,1.012991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",14.66667,1.078493,1.043134,0.9648662,0.9906958,0.997451,0.9507358,0.9229748,1.015472,0.9894713,1.033568,1.015425,0.9520139,0.9873769,1.020229,1.061792,1.020004,1.009189,0.9886773,1.0132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",14.83333,1.081336,1.050832,0.9434552,0.9764739,0.9982165,0.9539523,0.9371396,1.016165,0.9875551,1.028267,1.010558,0.9500915,0.9896409,1.024151,1.067452,1.015738,1.008506,0.9883209,1.006631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",15,1.090738,1.059107,0.9474597,0.9871153,1.006082,0.9440997,0.9232981,1.011998,0.9849822,1.026445,1.010372,0.948956,0.990311,1.011126,1.06203,1.00641,1.000708,0.9906313,1.007433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",15.16667,1.096681,1.062859,0.9518688,0.9808418,1.003231,0.957133,0.9327088,1.010831,0.9880999,1.024775,1.008958,0.9556039,0.9904796,1.01954,1.066502,1.009214,1.009907,0.9932059,1.011771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",15.33333,1.096976,1.064171,0.93937,0.9703104,0.9918712,0.9525068,0.9330064,1.008341,0.9844108,1.022467,1.009177,0.950528,0.9836397,1.008971,1.056699,1.02265,1.021135,0.9897315,1.00946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",15.5,1.090732,1.055099,0.9387203,0.9652726,0.9873503,0.9322377,0.9137449,1.013096,0.9928907,1.025018,1.01428,0.9482554,0.9852929,1.017623,1.061373,1.011821,1.012179,0.9934107,1.014095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",15.66667,1.087806,1.050415,0.9482122,0.9635976,0.9900023,0.9437984,0.9265751,1.00684,0.9847683,1.021061,1.00871,0.9549063,1.007234,1.000034,1.049016,1.021833,1.020328,0.9875101,1.011221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",15.83333,1.083862,1.050754,0.9634216,0.9805761,0.9848515,0.9482284,0.9320826,1.008026,0.9853994,1.020176,1.00982,0.9558219,1.00198,0.9960705,1.045246,1.017728,1.00973,0.9935561,1.011533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",16,1.06571,1.040764,0.9555428,0.9714665,0.9892583,0.9386795,0.9177052,1.003547,0.9809541,1.01827,1.008265,0.953792,0.9954718,0.9867046,1.03775,1.017825,1.011643,0.9989108,1.020901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",16.16667,1.066257,1.048269,0.9564735,0.9700455,0.9815558,0.9280459,0.9077293,1.010775,0.9877753,1.02396,1.013989,0.9531884,1.00194,0.9891794,1.037039,1.018888,1.010119,0.9855778,1.006865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",16.33333,1.061022,1.043298,0.9604591,0.9646384,0.9832369,0.9490768,0.92964,1.008982,0.9850803,1.020542,1.014616,0.947441,0.99432,0.9970165,1.040885,1.008937,1.001175,0.9909058,1.018651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",16.5,1.065131,1.051158,0.9656189,0.9677764,0.9796023,0.9367436,0.9183978,1.006694,0.9807299,1.017856,1.012062,0.9452224,0.986073,0.9893004,1.035005,1.010523,1.003431,0.9852307,1.009884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",16.66667,1.058488,1.042847,0.960168,0.9626655,0.9802826,0.969491,0.9441348,0.9966725,0.9754767,1.016495,1.008914,0.9458224,0.9902268,0.9865527,1.031216,1.007328,1.001655,0.9924216,1.011562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",16.83333,1.062653,1.044699,0.9586092,0.9605418,0.9742439,0.9471766,0.9300166,1.002658,0.9803091,1.019137,1.011064,0.9447875,0.9892142,0.9910928,1.036061,1.007012,0.9993644,0.9900896,1.014829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",17,1.063614,1.040673,0.9625946,0.9676192,0.9714066,0.9293875,0.9111683,1.001231,0.9826738,1.020273,1.013099,0.9393605,0.9728,0.999616,1.040517,1.004658,0.9995623,0.9830787,1.007612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",17.16667,1.064801,1.038588,0.9548132,0.9596321,0.9758903,0.9506564,0.9305305,0.9963435,0.9782726,1.019442,1.010282,0.942103,0.9820935,1.003334,1.047298,1.010646,1.007821,0.9801893,1.007849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",17.33333,1.059037,1.033862,0.9398074,0.9506893,0.9776332,0.9480003,0.927154,0.9923828,0.9763226,1.013883,1.009559,0.9445385,0.9812694,0.986784,1.033081,1.008681,1.008148,0.9757427,1.000494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",17.5,1.058895,1.040813,0.9517087,0.9673638,0.9716401,0.9422647,0.9266335,1.002991,0.9838026,1.01964,1.014094,0.9413728,0.9776796,0.9926872,1.037581,1.012632,1.016919,0.9818474,1.010567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",17.66667,1.053185,1.032435,0.9507919,0.9699793,0.9799407,0.9499794,0.9281827,1.010772,0.987839,1.023588,1.019814,0.9410778,0.9810193,0.9952687,1.037028,1.004679,1.009682,0.9827218,1.011143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",17.83333,1.055448,1.035327,0.9481728,0.964731,0.9821767,0.9494936,0.9319479,1.006333,0.9858249,1.022515,1.016856,0.9463138,0.991883,0.9861956,1.030186,1.006217,1.010915,0.9919891,1.019493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",18,1.052042,1.033814,0.9608906,0.973451,0.9797231,0.9539602,0.9398203,1.000187,0.9763311,1.014509,1.0105,0.9395264,0.9793018,0.9991502,1.040002,1.003613,0.9997125,0.9893721,1.013757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",18.16667,1.056526,1.033262,0.9518421,0.9641014,0.976158,0.9471023,0.9339575,1.002707,0.9757633,1.015845,1.011689,0.9409731,0.9775079,0.9972636,1.04003,1.009982,1.004901,0.9877943,1.01594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",18.33333,1.053358,1.026758,0.9511408,0.9679295,0.9778758,0.9491689,0.9356282,1.005196,0.9774273,1.01784,1.01167,0.9367147,0.977529,0.9960941,1.045166,1.003116,0.9908316,0.9925245,1.015747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",18.5,1.049887,1.025857,0.9466003,0.9650384,0.9693108,0.9531164,0.9389257,1.01025,0.9792784,1.021174,1.009751,0.9457789,0.9900156,0.9932537,1.039972,1.012545,1.005353,0.9832228,1.006281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",18.66667,1.042292,1.018305,0.9492327,0.9602921,0.9733114,0.961248,0.9415093,1.007453,0.9783621,1.018988,1.006144,0.9339915,0.9672645,1.001425,1.049729,1.011067,0.9983379,0.9821006,0.9986597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",18.83333,1.05395,1.026302,0.9316155,0.9417238,0.9658935,0.9508427,0.9350734,0.9992321,0.9713444,1.011657,0.9990197,0.9404831,0.9768419,0.9867994,1.035625,1.007485,0.9954863,0.9857919,1.00434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",19,1.046648,1.018648,0.937525,0.951032,0.9717012,0.9495664,0.9303051,1.007977,0.9792376,1.017606,1.006204,0.9406223,0.9876235,1.000284,1.041318,1.004078,1.001386,0.9847651,1.00282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",19.16667,1.041842,1.016167,0.9488731,0.9544083,0.9734936,0.9295608,0.915893,1.002757,0.9723679,1.013324,1.002407,0.9331682,0.9774898,0.9986028,1.037015,1.002443,1.000239,0.9865575,1.006551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",19.33333,1.043493,1.019812,0.9414361,0.9501036,0.9701364,0.9425442,0.9266264,0.9993607,0.976539,1.015558,1.002617,0.942827,0.9923059,1.002658,1.040807,0.9976459,0.9950966,0.9806997,1.001185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",19.5,1.049246,1.025285,0.9271706,0.9487826,0.9822485,0.9356276,0.9213104,1.004775,0.9825339,1.020296,1.007392,0.942076,0.9924313,0.9971984,1.035705,0.9962198,0.9829703,0.9703122,0.9973837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",19.66667,1.040625,1.01777,0.9458564,0.9585093,0.9855728,0.9315108,0.9152148,0.9977369,0.9761949,1.01518,1.003018,0.9383993,0.977734,0.9948548,1.038203,1.000575,0.9852642,0.9864282,1.011786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",19.83333,1.04422,1.024262,0.9419201,0.9584981,0.9827783,0.949121,0.9353715,1.004795,0.9851275,1.021361,1.013065,0.9430135,0.9823179,1.000222,1.044784,1.004124,0.9866166,0.9871609,1.018547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cdc42_S1P",20,1.039653,1.020328,0.9455913,0.9605371,0.9898737,0.9382325,0.922127,1.010093,0.9729735,1.013033,1.009166,0.9375514,0.9826289,0.9941622,1.0318,1.008735,0.9892171,0.9761056,1.002922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rac_S1P",0,1.001216,1.002646,1.002209,0.991787,0.9935569,0.9961453,0.9964277,1.000677,0.9999106,1.004327,1.008659,1.007467,0.9875549,0.9941667,0.9931722,0.9918481,0.9973316,0.9976466,0.998294,0.9954924,1.002498,0.9986917,0.9987728,0.9988987,1.001945,0.9954534,1.002506,0.9957569,0.9852318,1.000745,0.9927866,0.9871355
"Rac_S1P",0.1666667,0.9994997,0.9928106,0.9997658,0.9975348,1.001891,1.003979,1.009878,1.001505,1.001438,0.9938114,0.9791933,0.9925425,1.010644,1.002442,0.9980425,0.9974822,0.9976164,0.9881339,1.012225,1.013222,1.002234,1.002342,0.9963444,0.9969288,0.9990684,0.9973828,0.994458,0.9952635,0.993184,1.003006,0.997789,1.002811
"Rac_S1P",0.3333333,0.9908362,0.9964057,0.9905094,0.9946743,0.9961497,0.9953369,0.9917276,1.000002,0.999735,1.004937,1.025066,1.007929,1.006272,1.00968,1.007445,1.007369,0.998009,0.9980346,0.992331,0.98914,1.000315,1.001466,0.9985501,0.9983435,0.9944611,0.9987581,0.9935282,0.9976221,1.001023,0.9998598,1.002921,0.998534
"Rac_S1P",0.5,0.9991967,0.9972504,0.9972806,1.007425,1.006051,1.006239,1.003971,1.004684,0.997619,0.9971925,1.000834,0.9975954,1.005023,1.00078,0.9995486,1.001886,1.006476,1.007341,0.9959588,0.998437,0.9969226,0.995603,1.00203,1.006325,1.00367,1.005647,1.006554,1.006809,1.013999,0.996888,1.002606,1.003967
"Rac_S1P",0.6666667,1.009345,1.010991,1.010359,1.008408,1.002213,0.9982496,0.9979655,0.993089,1.001299,0.9997435,0.9865567,0.9944269,0.9907017,0.9930816,1.001804,1.00143,1.000649,1.008841,1.00136,1.00407,0.9980916,1.001899,1.004299,0.9995825,1.000902,1.002834,1.003107,1.004656,1.007085,0.9995161,1.00391,1.007655
"Rac_S1P",0.8333333,0.9941078,0.994083,0.999072,1.018123,1.011022,1.01394,1.008777,0.9916067,1.002531,0.9919835,0.9930975,1.001242,1.00258,1.011719,1.008219,1.009275,1.001841,0.9976196,1.000868,1.00131,0.9993777,1.00415,0.9984087,1.001619,1.000709,1.002236,1.000795,1.007329,1.012891,1.000025,1.002526,0.9998251
"Rac_S1P",1,0.9891551,0.9940727,0.9892712,1.013736,1.00627,1.008292,1.003871,1.001209,1.003463,0.9993181,1.009009,1.002762,0.9991365,0.999292,1.002679,1.00037,1.011243,0.9986244,1.008688,1.016438,1.000116,1.002627,0.9974418,1.007266,1.002762,1.003663,1.005498,1.013324,1.029736,0.9978557,0.9934455,0.9966897
"Rac_S1P",1.166667,0.995262,0.9991563,0.9916536,1.01957,1.009386,1.013444,1.012397,1.002883,1.003226,0.9965406,0.9961175,0.9968045,0.9830504,1.000038,1.008949,1.007345,1.019251,0.998963,0.9714673,0.980665,0.9987534,1.003522,0.9976545,1.006131,1.002444,1.005498,1.003656,1.013394,1.03252,0.9979929,1.007088,1.005137
"Rac_S1P",1.333333,0.9891461,0.9900668,0.9880781,1.017822,1.009959,1.014293,1.005852,1.003377,1.005099,1.008956,1.022317,1.012501,1.011904,1.039818,1.013318,1.008127,1.019493,1.003905,0.9769061,0.9756426,0.9994678,1.004464,1.000811,1.004022,1.0009,1.005264,1.004156,1.01562,1.031041,0.9994158,1.010758,1.01559
"Rac_S1P",1.5,1.007669,1.010097,1.01247,1.020588,1.012063,1.011717,1.019496,1.004262,1.005247,1.006107,1.022623,1.016507,1.000483,1.009897,1.016488,1.007902,1.020065,1.014745,0.9889287,0.989237,1.001743,1.006925,1.008453,0.9994996,0.9925792,1.002831,0.9939898,1.011562,1.034427,1.001424,1.016979,1.021798
"Rac_S1P",1.666667,1.010524,1.012807,1.010254,1.021865,1.01232,1.011446,1.012371,0.9925242,1.00623,0.9868611,0.9739231,0.9846559,0.9751803,0.9929111,1.014078,1.006918,1.001278,0.9962112,1.016335,1.01764,0.9949033,1.001791,0.998216,1.007701,1.002337,1.003422,1.003214,1.015102,1.023911,0.9936152,1.008522,1.012658
"Rac_S1P",1.833333,1.001704,0.9949892,0.9949538,1.014479,1.006677,1.006172,1.005237,1.003928,1.011472,1.016562,1.045502,1.012212,1.006073,1.020814,1.016233,1.00884,1.011863,0.9955599,0.9969912,0.9978697,1.001751,1.011226,0.9954764,1.004373,0.9976225,0.9972941,1.003562,1.016316,1.042721,1.002711,1.01041,1.032
"Rac_S1P",2,1.000553,1.000976,0.9921311,1.006792,1.000001,0.9836773,0.9908759,1.04789,1.003216,0.9912003,0.9734252,0.9713711,0.9515865,0.9708831,0.9961488,0.9825976,1.016291,0.9802133,0.9836298,0.9783173,0.9821034,0.9972948,0.9853625,0.9819637,0.9571617,0.9961997,0.9538341,1.002746,1.007854,0.9862127,0.9721453,0.9722135
"Rac_S1P",2.166667,1.010695,1.005661,0.996932,1.030332,1.027158,0.9962205,1.006659,1.057464,1.011126,0.989268,0.9640642,0.9593463,0.9637889,0.992675,0.999777,0.9877548,1.011143,0.9870145,0.9665964,0.96829,0.9798337,0.9938644,0.9798714,0.9806005,0.949802,0.9918662,0.9482272,1.002689,0.9603,0.9793868,0.9505944,0.9627833
"Rac_S1P",2.333333,1.004567,0.9955832,0.9945331,1.039561,1.030901,1.002356,1.002708,1.057606,1.006391,1.0002,0.982788,0.9749768,0.967891,0.9831765,0.9993157,0.9907157,1.000945,0.9772772,0.928404,0.9295946,0.9671171,0.9909596,0.9622682,0.9807429,0.9460175,0.9803269,0.9451561,1.003227,0.914561,0.9670583,0.9307787,0.9558535
"Rac_S1P",2.5,1.005553,0.9975236,0.9880638,1.023851,1.011862,0.9815795,0.9819044,1.041188,1.001532,0.9919347,0.9581094,0.9630121,0.9570718,0.968896,1.009757,1.004791,0.9786343,0.9839983,0.9547372,0.9566854,0.9597551,0.9910808,0.9587099,0.9714488,0.9237443,0.9579002,0.9199365,0.9949434,0.8718964,0.9533483,0.9168516,0.9526479
"Rac_S1P",2.666667,1.016143,1.002526,0.9935828,1.017735,1.002178,0.9874315,0.9852773,1.031725,1.000377,0.9918034,0.9609147,0.97197,0.9660412,0.9679053,1.01114,1.008469,0.9727519,0.9771061,0.9784081,0.9709253,0.9528052,0.9921789,0.9472462,0.9639107,0.9103065,0.9470675,0.9131786,0.9913024,0.8601299,0.9464626,0.9066758,0.9453185
"Rac_S1P",2.833333,1.026143,1.01321,1.002431,1.010036,0.9908996,0.9773257,0.9696664,1.02273,1.000401,0.9933953,0.9703213,0.9778916,0.9536828,0.9586019,1.018148,1.018157,0.9728248,0.9863691,0.9636729,0.9485887,0.9507921,0.9924436,0.9493252,0.969387,0.9098049,0.9442937,0.9094085,0.9889985,0.8550339,0.943367,0.9162456,0.9552513
"Rac_S1P",3,1.020879,1.00062,0.9971741,1.01965,0.9990041,0.9743086,0.9735571,1.009289,1.000219,0.9766978,0.9480823,0.9707987,1.024333,1.018028,1.033586,1.030037,0.9703962,0.9774429,0.943076,0.9421309,0.9471861,0.9936373,0.9423049,0.9730927,0.9146793,0.9489762,0.914196,0.9910373,0.8532435,0.9424267,0.9089794,0.9513211
"Rac_S1P",3.166667,1.033333,1.006876,1.003635,1.043629,1.013703,0.9748612,0.9860871,1.008024,1.008484,1.003289,0.9914517,0.9915606,0.9736702,0.9856445,1.043254,1.033786,0.9738064,0.996509,0.9713524,0.9640032,0.9578229,1.001349,0.9518681,0.9757761,0.9204726,0.9601558,0.917094,0.9916368,0.8593594,0.9488707,0.9142097,0.9534195
"Rac_S1P",3.333333,1.019395,0.9893326,0.9869766,1.06861,1.042177,0.9876069,1.008146,1.006861,1.008052,1.00918,1.004548,0.9987907,0.975545,0.9954984,1.050349,1.031323,0.9787103,1.00929,0.9553019,0.9494116,0.9552113,0.9996368,0.9602794,0.9789267,0.9175724,0.9699739,0.9190124,0.9938453,0.8550097,0.9488491,0.9089028,0.9494448
"Rac_S1P",3.5,1.038169,1.009474,1.008794,1.081819,1.060813,0.9839635,1.012922,1.002291,1.017878,1.018203,0.9882025,1.005091,0.97328,0.9953203,1.055089,1.03415,0.9805473,1.005085,0.9600291,0.955746,0.9626641,1.00505,0.9607663,0.9881737,0.931591,0.9842551,0.9231222,0.9948399,0.8667322,0.9584838,0.9158209,0.9632027
"Rac_S1P",3.666667,1.030589,0.9951751,0.9983308,1.100128,1.082647,0.989854,1.025807,1.009831,1.020524,1.033863,1.028458,1.027895,0.9954661,1.007817,1.065211,1.039928,0.9930019,1.019953,0.9610825,0.9634038,0.9616036,1.002315,0.9669216,0.9924153,0.9408127,0.9963511,0.9342914,0.998429,0.8759091,0.9538901,0.919354,0.9647754
"Rac_S1P",3.833333,1.024232,0.9885606,0.9857352,1.116056,1.097957,0.9993359,1.035211,1.020894,1.024247,1.032479,1.037623,1.037174,1.01087,1.014729,1.069035,1.038084,1.00178,1.031992,0.960406,0.9485927,0.9659454,1.003213,0.9769337,0.9888179,0.9412875,1.00462,0.9304425,0.996886,0.8899884,0.9552758,0.9256209,0.9635709
"Rac_S1P",4,1.038719,1.009985,1.003595,1.133443,1.116354,1.013582,1.045858,1.036039,1.030767,1.039256,1.030952,1.039144,1.017609,1.016838,1.05952,1.028248,1.019848,1.030619,0.9533003,0.9467278,0.9698361,1.008329,0.9802185,0.9981973,0.9516252,1.016286,0.9456775,1.002978,0.9074535,0.9592925,0.9195542,0.9592522
"Rac_S1P",4.166667,1.034389,0.9941726,0.9997227,1.147337,1.127676,1.03192,1.060628,1.028539,1.029622,1.046577,1.024792,1.04362,1.035535,1.033914,1.069262,1.033243,1.008786,1.023308,0.9504679,0.9520815,0.972256,1.002658,0.9791209,0.9917051,0.9479348,1.023709,0.9430275,1.001371,0.8981617,0.9561064,0.9303176,0.9701145
"Rac_S1P",4.333334,1.032758,1.00829,1.000329,1.159551,1.140966,1.045213,1.070411,1.047555,1.03569,1.056424,1.038404,1.059533,1.050185,1.039589,1.071347,1.032475,1.02607,1.033362,0.9244303,0.93566,0.983103,1.007396,0.9865758,0.9938242,0.9543686,1.030123,0.9478822,1.002086,0.9194172,0.9625953,0.9317683,0.9647179
"Rac_S1P",4.5,1.034936,1.001265,1.007115,1.179852,1.161549,1.070799,1.093176,1.051238,1.039386,1.066686,1.046244,1.067854,1.034343,1.030807,1.077119,1.034114,1.026301,1.046435,0.9500852,0.9465575,0.9878202,1.012047,0.994656,1.001314,0.9646797,1.040398,0.9593293,1.007588,0.9139188,0.9674997,0.9249396,0.9564682
"Rac_S1P",4.666667,1.033465,0.9966652,0.9961253,1.186306,1.168536,1.073778,1.095725,1.043662,1.035187,1.067158,1.038079,1.061644,1.052487,1.042704,1.081875,1.037521,1.018345,1.036516,0.9571048,0.9622124,0.9837804,1.003779,0.989762,0.9963881,0.959437,1.038846,0.9571569,1.005506,0.9099886,0.9609485,0.9399337,0.9689384
"Rac_S1P",4.833334,1.027667,0.9945414,0.9961228,1.204733,1.185126,1.092519,1.110458,1.052727,1.046366,1.070433,1.026617,1.063188,1.056583,1.053467,1.091117,1.042688,1.020849,1.048735,0.9606202,0.9680423,0.9936785,1.015461,0.997771,0.9960255,0.9626411,1.041336,0.9648046,1.006457,0.9148143,0.9727911,0.9384044,0.9746226
"Rac_S1P",5,1.03023,1.002073,0.9997235,1.21155,1.190518,1.088502,1.099334,1.056746,1.035534,1.085236,1.063325,1.086052,1.036631,1.038854,1.091282,1.037609,1.029764,1.049245,0.9258206,0.9317465,0.9825007,1.00417,0.9999608,0.9983184,0.9658123,1.043522,0.9707226,1.008117,0.9300816,0.9630925,0.9378793,0.9636259
"Rac_S1P",5.166667,1.023767,0.9936268,0.9947826,1.222622,1.197989,1.104632,1.109314,1.058997,1.036185,1.078702,1.065147,1.084846,1.022103,1.023254,1.097049,1.035706,1.025843,1.042838,0.981738,0.9870113,0.9865632,1.009836,0.9982667,0.990247,0.9578517,1.041579,0.9593455,1.003938,0.9254504,0.9662599,0.9377448,0.9623694
"Rac_S1P",5.333334,1.027662,1.000584,0.9992494,1.225918,1.206042,1.113079,1.114857,1.066779,1.036652,1.069111,1.036096,1.068579,1.030053,1.030823,1.09694,1.038702,1.03282,1.036611,0.9734494,0.9726514,0.9868674,1.008004,0.9965038,0.9941465,0.9648048,1.040783,0.9666287,1.004775,0.9326753,0.962796,0.9452311,0.9696396
