"id","Time","Cell.1","Cell.2","Cell.3","Cell.4","Cell.5","Cell.6","Cell.7","Cell.8","Cell.9","Cell.10","Cell.11","Cell.12","Cell.13","Cell.14","Cell.15","Cell.16","Cell.17","Cell.18","Cell.19","Cell.20","Cell.21","Cell.22","Cell.23","Cell.24","Cell.25","Cell.26","Cell.27","Cell.28","Cell.29","Cell.30","Cell.31","Cell.32"
"Rac_S1P",5.5,1.016054,0.9812715,0.9817091,1.223568,1.210688,1.111704,1.119373,1.075741,1.028225,1.059214,1.038057,1.064664,1.033375,1.042453,1.098503,1.036326,1.039826,1.035869,0.9537665,0.9540749,0.982485,1.002181,0.9942032,0.9954182,0.9679756,1.040589,0.9738362,1.004299,0.9356363,0.9588624,0.9402542,0.9677165
"Rac_S1P",5.666667,1.011227,0.9814844,0.985516,1.227345,1.215025,1.128861,1.135268,1.076119,1.02662,1.060494,1.041279,1.060294,1.069024,1.069888,1.099608,1.037955,1.038377,1.047712,0.9718687,0.9748139,0.9844626,1.001872,1.002488,1.000392,0.9738983,1.042795,0.9832931,1.008264,0.9268897,0.9590213,0.9428439,0.9628889
"Rac_S1P",5.833334,1.036438,1.01073,1.019549,1.219554,1.206742,1.120926,1.128856,1.071356,1.02634,1.058617,1.05306,1.059607,1.04045,1.039712,1.099296,1.036777,1.035581,1.039032,0.9770113,0.9841167,0.9880106,1.005238,0.9970847,0.9993029,0.9719427,1.039899,0.976256,1.006053,0.9205601,0.9626102,0.941999,0.9683449
"Rac_S1P",6,1.026032,1.004238,1.006113,1.213495,1.199815,1.124334,1.138451,1.066999,1.024471,1.040156,0.9963992,1.027061,1.052998,1.050889,1.093944,1.034163,1.036131,1.034084,0.9583193,0.9576095,0.9860261,1.002653,0.994263,0.9916933,0.9628313,1.035697,0.9665287,1.002898,0.9189884,0.9579453,0.9348922,0.9591884
"Rac_S1P",6.166667,1.024583,0.9976189,1.003805,1.196924,1.181961,1.104607,1.127164,1.05815,1.024638,1.052687,1.04381,1.048446,1.047692,1.035712,1.093944,1.034163,1.031748,1.020184,0.9811621,0.9866543,0.9880361,1.003759,0.9847035,0.9966112,0.9684847,1.036376,0.9687771,1.004687,0.9158857,0.9596367,0.9392077,0.9605478
"Rac_S1P",6.333334,1.02425,0.9951381,1.002008,1.192178,1.177988,1.110011,1.136083,1.05985,1.026382,1.050175,1.036088,1.047276,1.024985,1.014457,1.077005,1.024077,1.031483,1.034508,0.9689426,0.9747783,0.9890462,1.004573,0.996711,0.9952655,0.9701707,1.034806,0.9733952,1.007092,0.9150819,0.9608538,0.9332153,0.9589743
"Rac_S1P",6.5,1.038381,1.011987,1.021643,1.178431,1.163518,1.094304,1.112839,1.060879,1.016059,1.050544,1.029117,1.036758,1.046802,1.035128,1.076146,1.021442,1.026393,1.016537,0.952063,0.9568841,0.9773154,0.9945824,0.9895209,0.994372,0.9700725,1.036604,0.9682493,1.006516,0.9191311,0.9520309,0.9413773,0.9651521
"Rac_S1P",6.666667,1.018562,0.9897022,0.9937184,1.169892,1.158047,1.088329,1.114075,1.06467,1.017763,1.051134,1.036083,1.0406,1.034099,1.030564,1.082218,1.026126,1.031524,1.03102,0.9913058,0.9877863,0.9794126,0.9962482,0.9980196,0.9934292,0.9776283,1.038387,0.9708778,1.004505,0.9298462,0.9520757,0.9413942,0.9788364
"Rac_S1P",6.833334,1.046261,1.015277,1.025011,1.150613,1.142992,1.07183,1.099415,1.058234,1.013148,1.046852,1.025962,1.034497,1.023306,1.014097,1.083123,1.025065,1.026611,1.02155,0.9772215,0.9861355,0.9753447,0.9950917,0.9981313,0.9908452,0.9687996,1.030547,0.9708237,1.003826,0.9246224,0.9494191,0.9365938,0.9674341
"Rac_S1P",7,1.026933,1.000907,1.002111,1.141872,1.133825,1.080611,1.09555,1.068104,1.014122,1.038407,1.010842,1.027664,1.014983,1.013315,1.078986,1.019289,1.03201,1.015075,0.9886681,0.9857685,0.9786786,0.9953151,0.9879106,0.9952999,0.9729274,1.033701,0.9822996,1.00859,0.9271272,0.9503708,0.9322884,0.9590833
"Rac_S1P",7.166667,1.026282,1.00052,1.0008,1.138994,1.140611,1.085892,1.107836,1.051219,1.012411,1.044126,1.027349,1.033961,1.006771,0.99015,1.084459,1.020032,1.017471,1.024079,0.9886994,0.9917971,0.9782126,0.994961,0.9912844,0.9967274,0.9737563,1.035722,0.9747127,1.007772,0.9036903,0.9504811,0.933965,0.9619842
"Rac_S1P",7.333334,1.021314,0.9970843,0.9950631,1.129051,1.126563,1.062939,1.097275,1.058311,1.015671,1.046306,1.017964,1.029851,1.018044,1.008463,1.082508,1.009993,1.020985,1.033765,1.003891,1.005151,0.9802038,1.000683,0.9919662,0.9975981,0.9742131,1.035555,0.9774474,1.009258,0.9146875,0.9545357,0.9380855,0.9672446
"Rac_S1P",7.5,1.044764,1.019729,1.031718,1.11438,1.108017,1.046497,1.080948,1.067193,1.015064,1.036961,0.9910682,1.022161,1.023662,1.0087,1.085578,1.013249,1.028794,1.034014,0.9714967,0.9806767,0.9794151,0.9999323,0.9918792,0.9983026,0.9739178,1.032905,0.9777532,1.008084,0.9236324,0.9531808,0.9366631,0.9605205
"Rac_S1P",7.666667,1.021985,0.9988235,1.001036,1.117379,1.107758,1.05184,1.095955,1.055535,1.010169,1.048434,1.019175,1.03251,1.023889,1.005896,1.074181,1.002037,1.017136,1.017704,0.9779934,0.9761209,0.9771797,0.9934102,0.9828214,0.9971571,0.9725694,1.027528,0.9679247,1.006193,0.9034582,0.9483753,0.9311574,0.9552717
"Rac_S1P",7.833334,1.031272,1.001882,1.013327,1.118435,1.106956,1.0587,1.107029,1.053977,1.010825,1.044041,1.032444,1.033792,1.079801,1.025757,1.076129,1.006183,1.01451,1.023083,0.9866231,0.9908295,0.9787794,0.9954631,0.9861742,0.9969609,0.9690049,1.024185,0.9654701,1.005197,0.8961757,0.9515554,0.9269406,0.9558017
"Rac_S1P",8,1.025472,1.003216,1.000534,1.109759,1.093458,1.053749,1.097272,1.057619,1.013633,1.047043,1.022474,1.035789,1.037171,1.006372,1.070177,1.003181,1.026569,1.028156,0.9886685,0.990813,0.9824407,0.9976969,0.9865234,0.9977595,0.9673154,1.025447,0.9691601,1.007748,0.913113,0.9533592,0.9323128,0.9611806
"Rac_S1P",8.166667,1.028696,1.001452,1.006321,1.105079,1.089161,1.057615,1.103187,1.046532,1.010366,1.051994,1.026947,1.041597,1.038676,1.02409,1.070062,1.000594,1.018693,1.035495,0.9687455,0.9693067,0.9776604,0.9918834,0.991837,0.9964134,0.9703587,1.020495,0.9713258,1.007712,0.9050751,0.9479271,0.9354146,0.9659763
"Rac_S1P",8.333333,1.037862,1.015081,1.017963,1.086769,1.072935,1.043987,1.080541,1.044182,1.009952,1.047788,1.014734,1.032879,1.010602,0.9964969,1.060496,0.9981563,1.016577,1.017577,0.9766176,0.9755089,0.9727635,0.9905251,0.9827589,0.9951376,0.9661822,1.017719,0.9681658,1.007353,0.8977134,0.9481968,0.9342558,0.9636364
"Rac_S1P",8.5,1.029259,1.000021,1.013898,1.083315,1.068624,1.046939,1.079036,1.038644,1.012179,1.038659,0.992969,1.010383,0.9887243,0.9787669,1.059153,0.9999625,1.012019,1.02467,0.9689532,0.969166,0.9768678,0.9955507,0.984323,0.9968126,0.966639,1.015562,0.971072,1.008882,0.8952188,0.9498384,0.9275,0.94984
"Rac_S1P",8.666667,1.022152,1.001604,0.9989436,1.085708,1.074248,1.056208,1.091022,1.036292,1.013059,1.045961,1.013651,1.024801,1.01854,0.9982829,1.049371,0.9889069,1.010422,1.009611,0.9796105,0.9852596,0.9796084,0.9941113,0.9746297,0.9945802,0.9565577,1.013687,0.9644443,1.0102,0.8963006,0.9509859,0.9352739,0.9705352
"Rac_S1P",8.833333,1.030621,1.007236,1.0145,1.076261,1.061895,1.041414,1.078372,1.043602,1.012333,1.048663,1.028601,1.033126,0.9913921,0.9685599,1.043688,0.9864109,1.016522,1.023593,0.9754487,0.9697514,0.9758912,0.992562,0.9802473,0.9946505,0.9614437,1.013325,0.9585641,1.006467,0.9058955,0.9518035,0.9243972,0.9573228
"Rac_S1P",9,1.03368,1.007353,1.010316,1.06508,1.053664,1.047574,1.076439,1.036223,1.01251,1.047974,1.016514,1.028159,0.9949125,0.9840813,1.041717,0.9865042,1.004173,1.018269,0.9831675,0.9808077,0.9763058,1.014605,0.9770266,0.9977659,0.966911,1.01548,0.9718466,1.008149,0.893211,0.9505373,0.9269882,0.9605365
"Rac_S1P",9.166667,1.042859,1.023606,1.032194,1.062077,1.04841,1.04501,1.081054,1.026482,1.017824,1.043926,1.027786,1.023707,0.9931675,0.9794856,1.045371,0.9901435,0.9990631,1.011485,0.9710891,0.9651154,0.9810701,1.021954,0.9746897,0.9963378,0.9649294,1.01658,0.9691913,1.008304,0.885733,0.9530739,0.9248781,0.964645
"Rac_S1P",9.333333,1.032506,1.005326,1.015932,1.06422,1.04718,1.05249,1.084241,1.033503,1.013739,1.040535,1.061847,1.026831,0.9987797,0.9896092,1.03743,0.9812982,1.002576,1.007978,0.9941376,0.9945972,0.9724678,1.01113,0.9727318,1.000642,0.9717975,1.017555,0.9762372,1.009952,0.8884732,0.948305,0.9242507,0.9636959
"Rac_S1P",9.5,1.030192,1.001886,1.010838,1.056814,1.040859,1.04397,1.07902,1.029884,1.013718,1.03968,1.00743,1.013357,1.001055,0.9786805,1.031171,0.9796693,0.9986013,1.006021,0.9780085,0.9832115,0.9735695,1.005431,0.9726088,1.000536,0.9672852,1.015715,0.963351,1.008526,0.8861674,0.9482898,0.9246913,0.9598053
"Rac_S1P",9.666667,1.012682,0.989242,0.9873712,1.051518,1.030988,1.037353,1.065609,1.027887,1.015474,1.034692,1.029172,1.029846,0.9983842,0.9800572,1.033127,0.9789429,0.9978843,1.012566,0.9847613,0.9849426,0.9810169,0.9982085,0.9750091,0.9920907,0.9613089,1.012241,0.9640371,1.004311,0.8853418,0.9462644,0.9178477,0.953367
"Rac_S1P",9.833333,1.032179,1.011142,1.015636,1.056222,1.034051,1.04005,1.069244,1.032008,1.011944,1.020208,0.999669,1.00971,0.9935571,0.9809083,1.034437,0.9854955,0.9949316,1.020607,0.9621673,0.9647475,0.9757196,0.9917221,0.9780979,1.000724,0.9723305,1.019264,0.9818698,0.9968327,0.8863643,0.943297,0.9277375,0.9540753
"Rac_S1P",10,1.029116,0.9982101,1.008184,1.059836,1.042295,1.05006,1.08313,1.030037,1.015062,1.006561,0.9736617,0.9948329,0.988368,0.9813039,1.025919,0.9762689,0.9951762,1.006839,0.9938484,0.9948954,0.975347,0.9920415,0.969117,0.9886347,0.9541778,1.013216,0.947426,0.9926102,0.8822672,0.941548,0.9339905,0.9748992
"Rac_S1P",10.16667,1.023855,0.9948254,1.002483,1.053035,1.035455,1.029219,1.059785,1.030535,1.017412,1.015334,0.9957787,1.002133,0.9698117,0.9583138,1.028957,0.976081,0.9976527,1.004204,0.9609425,0.9648987,0.9871911,0.9954293,0.9635474,0.991972,0.9586059,1.017801,0.9244638,1.00487,0.8841745,0.9499638,0.9293398,0.9631594
"Rac_S1P",10.33333,1.034414,1.002641,1.009241,1.054786,1.041919,1.041429,1.073754,1.026743,1.014673,0.9987512,0.9356571,0.9816147,0.9770806,0.9724312,1.020802,0.9734353,0.9977972,1.003997,0.9976932,0.9984847,0.9748502,0.9961168,0.9640302,0.9993784,0.9694095,1.023541,0.9447204,1.011595,0.8738617,0.945937,0.9180036,0.9589226
"Rac_S1P",10.5,1.03077,1.000037,1.00701,1.060441,1.047917,1.046113,1.076735,1.021127,1.017538,1.014353,1.002568,1.000426,0.9748533,0.967003,1.021638,0.9718975,0.9921083,1.014308,0.9740421,0.9839127,0.9776561,0.9952654,0.9677391,0.9902899,0.9600302,1.017364,0.9471573,1.003385,0.8622507,0.9445235,0.9288572,0.9664235
"Rac_S1P",10.66667,1.019563,0.9851773,0.9944966,1.04623,1.035939,1.024813,1.058693,1.019598,1.011766,1.015571,1.022512,1.010245,0.9902626,0.9711571,1.019535,0.9708452,0.9868683,1.007932,0.9479349,0.9593779,0.9727684,0.9948032,0.9658788,0.9917632,0.9626378,1.018087,0.9682456,1.011552,0.8620219,0.9421611,0.9266596,0.968473
"Rac_S1P",10.83333,1.018973,0.9974023,1.003717,1.053908,1.040696,1.032678,1.068326,1.020261,1.011898,0.9967015,0.9873168,0.9949171,0.9659225,0.9596661,1.02293,0.9749498,0.9896646,0.99706,0.9806405,0.9839485,0.9707717,0.9902178,0.9595662,0.9905562,0.9574713,1.016231,0.9545876,1.007531,0.8672885,0.9365007,0.9258061,0.9638258
"Rac_S1P",11,1.031004,0.9915326,1.010838,1.041356,1.03303,1.023325,1.058691,1.025815,1.013603,1.015948,0.9990518,1.000756,0.9660882,0.9464961,1.015914,0.9744265,0.9997025,1.011978,0.9444409,0.9491379,0.9743779,0.9941742,0.9660222,0.9929537,0.9558645,1.016719,0.9547579,1.008575,0.8708913,0.9414752,0.932174,0.9783018
"Rac_S1P",11.16667,1.011417,0.984617,0.9914202,1.04112,1.03656,1.032725,1.065843,1.018092,1.016218,1.010541,0.9798455,0.9943171,0.977519,0.9563679,1.018163,0.9739916,0.9915487,0.999294,0.9702554,0.9750751,0.9738436,0.9940146,0.9607184,0.9871978,0.9511824,1.006836,0.9496696,1.005202,0.8629915,0.9432477,0.9222654,0.9604164
"Rac_S1P",11.33333,1.031216,1.001358,1.009975,1.038758,1.034274,1.024425,1.062859,1.016849,1.015019,1.008148,0.9723542,0.9932156,0.9781007,0.9609371,1.012331,0.9700154,0.9910853,1.016506,0.991158,0.9979793,0.9706207,0.9927801,0.9723014,0.988246,0.9553182,1.004976,0.9515624,1.0068,0.8658338,0.9408492,0.9212201,0.9585227
"Rac_S1P",11.5,1.014308,0.9803738,0.9982502,1.029038,1.024968,1.010744,1.046618,1.017164,1.013746,1.019541,0.9824939,0.9992532,0.9674607,0.9584544,1.016397,0.9724307,0.9885407,0.9950678,0.9795057,0.9809864,0.9673526,0.9905238,0.9583466,0.9906473,0.9578669,1.000699,0.9511311,1.006978,0.8525834,0.9368658,0.9328658,0.9730032
"Rac_S1P",11.66667,1.017042,0.9904735,1.001248,1.02515,1.012056,1.014411,1.056926,1.016104,1.007545,1.026713,0.9794712,1.007939,0.9621329,0.9509605,1.011979,0.9679951,0.9905061,1.005599,0.9680211,0.9758919,0.9598154,0.9866853,0.9634652,0.9936764,0.9594286,0.9997932,0.9556943,1.007667,0.8574917,0.9335833,0.9285775,0.9668692
"Rac_S1P",11.83333,1.014869,0.9818013,1.000554,1.022857,1.011887,1.008095,1.049336,1.028533,1.015749,1.035798,1.001568,1.021345,0.9432432,0.9371218,1.013425,0.9738808,1.005525,1.004339,0.9440084,0.9530181,0.9718354,0.9958935,0.9629849,0.9926242,0.9586848,1.00173,0.9568497,1.011284,0.8634802,0.9448984,0.9205612,0.950314
"Rac_S1P",12,1.022006,0.9956968,1.003828,1.015882,1.003541,0.9893099,1.027434,1.0193,1.01084,1.041754,0.9960626,1.01516,0.9546045,0.9387944,1.00685,0.9653828,0.9963167,0.9929344,0.9604237,0.9683232,0.9692278,0.9930563,0.9581043,0.9891311,0.953167,0.9982399,0.9426656,1.008817,0.8594709,0.9418874,0.9315397,0.9647278
"Rac_S1P",12.16667,1.021385,0.9976726,1.007832,1.030479,1.04658,1.149976,1.035062,1.010296,1.013161,1.0257,0.9720415,1.001066,0.9530528,0.9381753,1.010567,0.9729207,0.9935404,0.9985399,0.977913,0.9866601,0.9694916,0.9957275,0.9620622,0.9905942,0.9553366,0.9967392,0.9474665,1.009093,0.8599364,0.9418877,0.9244843,0.9636518
"Rac_S1P",12.33333,1.021546,1.001377,1.0101,1.140952,1.009869,1.012412,1.054387,1.007354,1.009901,1.025591,0.98487,1.008269,0.9627262,0.9438664,1.011367,0.9685885,0.9925153,1.00311,0.9587393,0.9588622,0.9704157,0.9937491,0.9644138,0.9889824,0.9567566,0.9957857,0.9488568,1.009099,0.8584731,0.9403782,0.922765,0.9583775
"Rac_S1P",12.5,1.01356,0.9882167,0.9985897,1.024668,1.003553,1.029143,1.070147,1.016982,1.00601,1.038454,1.014226,1.020407,0.9647429,0.9511721,1.012823,0.9696187,1.001197,0.9816763,0.968667,0.9702643,0.9668052,0.9903407,0.9511032,0.9862841,0.9531406,0.9938699,0.9432112,1.007359,0.867408,0.9359652,0.9276662,0.969849
"Rac_S1P",12.66667,1.011812,0.9817457,0.9921107,1.020411,0.9964024,1.023042,1.062982,1.011082,1.009431,1.030108,0.9934654,1.016425,0.9355803,0.9365546,1.007968,0.9653665,0.9910639,0.9992556,0.9540498,0.9623941,0.9668146,0.9944134,0.9632121,0.9928429,0.9610648,0.9972681,0.9592055,1.011164,0.8547351,0.9399889,0.9395004,0.9771582
"Rac_S1P",12.83333,1.009744,0.9842156,0.994987,1.019472,0.9918574,1.020414,1.08846,1.010777,1.006895,1.029668,1.004833,1.017518,0.9372737,0.9343098,1.0093,0.9672034,0.9909571,0.998602,0.9497291,0.9570967,0.9677697,0.9948282,0.961735,0.9881681,0.954861,0.9930499,0.9433993,1.005895,0.8562607,0.9390458,0.9302076,0.9702161
"Rac_S1P",13,1.010638,0.9874037,0.9987778,1.011749,0.9857241,1.000154,1.044961,1.004973,1.005403,1.036672,1.005426,1.019137,0.9360673,0.9295132,1.004064,0.9602323,0.9890302,0.9891071,0.9516404,0.9567881,0.9640518,0.9911682,0.9556285,0.9926344,0.9578842,0.9934222,0.9552898,1.009698,0.8531852,0.9346432,0.9251035,0.961047
"Rac_S1P",13.16667,1.017909,0.9901363,0.9987518,1.007033,0.9833519,0.9980791,1.041321,1.010609,1.005469,1.034563,0.9860947,1.017157,0.9466609,0.943601,1.005325,0.9615524,0.9926499,0.9897423,0.9726947,0.9742917,0.9633439,0.9938579,0.9579977,0.9925332,0.956845,0.9911381,0.9567936,1.010428,0.8571922,0.9385857,0.9285881,0.9670662
"Rac_S1P",13.33333,1.016635,0.995648,1.002821,1.003224,0.9819475,1.000822,1.046009,1.007336,1.006785,1.033665,1.001046,1.019604,0.9562044,0.9488934,1.002665,0.9635555,0.991169,0.9911249,0.9599316,0.9708415,0.9660592,0.9954523,0.9616004,0.988053,0.9519101,0.9885594,0.9477416,1.006005,0.8572273,0.9400645,0.924385,0.9609909
"Rac_S1P",13.5,1.017407,0.9894924,1.000447,1.006504,0.9807784,1.006971,1.046803,1.014468,1.001792,1.034124,1.016541,1.02222,0.9506243,0.9422467,1.006934,0.9650448,0.9958285,0.9774177,0.9863294,0.9897112,0.9584752,0.9913395,0.9544086,0.993111,0.9576073,0.9904538,0.9551055,1.010495,0.8623979,0.9371022,0.9260273,0.9607218
"Rac_S1P",13.66667,1.004663,0.9832618,0.9918792,1.002886,0.9742901,1.000858,1.040144,1.002597,1.002753,1.027857,0.9978843,1.014741,0.932538,0.9315209,1.00607,0.9608449,0.9826055,0.9925284,0.9616326,0.9741093,0.9604051,0.9908267,0.9601271,0.9853427,0.9504946,0.985404,0.9453682,1.004393,0.8537779,0.9334316,0.9229428,0.951238
"Rac_S1P",13.83333,1.016155,0.9907978,1.007251,0.9976374,0.9667038,0.9952772,1.037181,1.008413,1.002507,1.022034,0.9930481,1.011103,0.9455054,0.9302475,1.003394,0.9599426,0.9918454,0.981608,0.9587563,0.9636483,0.9618467,0.9874668,0.9495072,0.990859,0.9609751,0.9892072,0.9572487,1.010109,0.8609867,0.9339675,0.9291847,0.9691048
"Rac_S1P",14,1.013828,0.9893674,0.9948407,0.9947342,0.9654324,0.9876027,1.032011,0.9987305,1.005564,1.019534,0.9884915,1.008791,0.935241,0.9280188,1.005423,0.9668717,0.9870824,0.9791001,0.9656977,0.9653347,0.9640442,0.993314,0.9498276,0.9853301,0.9570766,0.9880003,0.9469271,1.006412,0.8578513,0.9366795,0.9265939,0.9683935
"Rac_S1P",14.16667,1.015643,0.9900831,1.003115,0.985656,0.9598604,0.9885333,1.027724,0.9970697,1.005949,1.013974,0.9770091,1.006652,0.9313799,0.9254178,1.003776,0.9620917,0.9882778,0.994112,0.9786624,0.9779933,0.9650223,0.9951741,0.959937,0.9904488,0.9595663,0.9868684,0.9562252,1.010676,0.8521121,0.938497,0.9223592,0.9601216
"Rac_S1P",14.33333,1.013529,0.9899344,1.001291,0.9878982,0.9599794,0.9811369,1.024495,0.9989464,1.004245,1.010386,0.973373,1.006327,0.9480944,0.9416565,1.003758,0.9624637,0.9861583,0.9810414,0.9954204,0.9992511,0.9634128,0.9915992,0.9520201,0.984663,0.9543789,0.9798942,0.9550831,1.007832,0.8645792,0.9357218,0.9310482,0.9802969
"Rac_S1P",14.5,1.025609,1.011135,1.021091,0.9843997,0.9585657,0.9844103,1.025341,1.001907,1.006308,1.021118,1.002446,1.013148,0.9365678,0.9274259,1.001007,0.9580933,0.9873503,0.9741397,0.9627866,0.9657906,0.9655177,0.9938959,0.9489586,0.9908588,0.957881,0.9807531,0.956644,1.010655,0.8690017,0.9367713,0.9268117,0.9732515
"Rac_S1P",14.66667,1.011528,0.9973321,1.002251,0.9880971,0.9622321,0.9892759,1.030716,1.003387,1.001129,1.016978,1.003217,1.013758,0.9263191,0.9321247,1.006099,0.9645926,0.9878482,0.9769899,0.9735098,0.9780632,0.9627346,0.9872515,0.9546141,0.988768,0.9530389,0.9788888,0.9557549,1.008676,0.8703386,0.9308584,0.9197989,0.95838
"Rac_S1P",14.83333,1.028374,1.005173,1.021213,0.9817098,0.9542921,0.9771876,1.019988,1.000205,1.000076,1.020176,1.016372,1.018799,0.9344866,0.9287442,1.002266,0.9575692,0.9830093,0.9731299,0.9692745,0.96301,0.9615704,0.9907323,0.9513562,0.9836201,0.9463504,0.9778403,0.9418122,1.007021,0.8688439,0.9351875,0.9180873,0.9627394
"Rac_S1P",15,1.019183,0.9905725,1.010542,0.9885752,0.9589194,0.9889705,1.031734,0.9916799,1.006504,1.019269,1.005342,1.012826,0.9352074,0.9339793,1.001669,0.9615026,0.9768469,0.9638436,0.9728581,0.9832158,0.9656944,0.9929508,0.945933,0.9851883,0.9484198,0.978417,0.9479073,1.007092,0.8609965,0.9353507,0.9331768,0.9842401
"Rac_S1P",15.16667,1.013434,0.9862326,0.9965575,0.9838029,0.9520969,0.9819286,1.022127,0.9911178,1.006088,1.026875,1.037012,1.022544,0.9388523,0.9354173,1.000618,0.9586615,0.9816362,0.9734067,0.9830349,0.9876954,0.9647129,0.9910699,0.9507645,0.9884394,0.9504284,0.9793041,0.9493432,1.007587,0.8672393,0.9351418,0.9300298,0.9702349
"Rac_S1P",15.33333,1.011775,0.9930618,0.9977623,0.9877206,0.9501993,0.9833631,1.02007,0.9959357,1.008294,1.035164,1.023692,1.022403,0.9400839,0.9344379,1.000562,0.9598072,0.9894663,0.9681962,0.9741253,0.9715031,0.9691474,0.9950761,0.9486063,0.9915111,0.9560234,0.9822986,0.9565018,1.009341,0.8782775,0.9376486,0.9243951,0.9652032
"Rac_S1P",15.5,1.022736,0.9993856,1.010291,0.9903917,0.9537341,0.9947085,1.026513,0.9916161,1.007499,1.043494,1.043163,1.034641,0.9174804,0.9164074,0.999372,0.9653304,0.9854248,0.9772404,0.9835715,0.9924146,0.9669751,0.9948006,0.9491617,0.9910656,0.9578966,0.981454,0.9525766,1.010525,0.8759618,0.9368318,0.9256215,0.970046
